content,date,Sentiment
No options to repeat a task. Why else would i want a to do list? Might as well use a pen and paper.,2025-03-27,Negative
No Reminder option. Why u showcase it in ad when it's a paid service?,2023-09-24,Negative
"I just installed the app and ran it to see how I liked it. For my taste, way too crowded UI. Then, I started receiving email notifications at least once a day about a task it automatically creates for the user, which is to add a task. I was annoyed so I uninstalled it. The email notifications continued. I had to manually unsubscribe from receiving email notifications about a task I never created from an app I am not using. Unjustifiable behavior!",2022-02-28,Negative
Have to pay $4/mo if you want the reminders to work. I have ADD. The reminders are the #1 thing I need in a to-do list!,2022-05-08,Positive
Can't work effectively on the free version,2024-01-06,Negative
"Was looking for a replacement for Wunderlist, and found this app. Looked like a great alternative to Wunderlist. Installed the app, and started to setup bill reminders, only to find that, thre primary reason fir a To Do app is reminders, is only available for $36/year. REALLY?! NO THANK YOU!",2023-12-22,Negative
You create good think bt every option you when i use just close it and subscription to much price 350 par month os is really....,2025-02-12,Positive
"reminders are premium features now, means app is completely useless. need to search for an alternative that can migrate tasks now... great 🙄",2023-06-10,Negative
"Putting ""reminder/notification"" as a premium feature makes the free version totally useless. Uninstalled.",2023-06-05,Negative
"The old navigation was better, especially on desktop. I miss being able to edit directly, now I have to go through more steps.",2023-07-06,Neutral
"I've used the new major redesign for a month or two now, and it's definitely a step back. Especially on desktop web. Editing is such a chore now, I hate the pop-up!",2022-08-25,Positive
i bought full premium version for lifetime in 2016 and didn't use much at that time. Now it says i have free plan and wants me to pay again for upgrade... please help,2023-05-09,Negative
"What mess, can't undo a task if pop up is disappeared, this app is too overrated! Lean from ticktick...........!",2022-01-04,Negative
I dont need my card to set the reminder,2023-10-28,Neutral
"2 out of 3 features require premium. No, I am not going to do that.",2023-03-18,Negative
it is impossible uninstall this one,2022-01-29,Negative
Reminders is a paid feature. What a joke.,2025-02-06,Negative
", every time I put a task in it removed the number in the name and put it in my inbox.... Why???",2023-09-02,Negative
"Really difficult app to use. Loads of problems and shortcomings. For example, there's no calendar so one can't go back to the day a task was set. I'll give it another week or so but if I haven't got to grips with it by then I will delete the app. This app is far too difficult to use for my little brain (IQ 147) so I have uninstalled it.",2024-03-15,Negative
Reminders feature behind in app purchase. Seriously? Thats the most basic function of to do list. No way im going to pay you monthly just for reminders,2022-03-16,Negative
Subscription for reminders $5. Well it's fine I will move to Google Tasks.,2024-04-17,Positive
"The smart schedule feature was removed without notice. Until that's fixed to me, the app is like any other to-do app, I've started to look elsewhere",2025-03-15,Negative
Worst,2022-05-08,Negative
"Will never touch this app again! Tried twice - on both occasions I've regretted it. Considering alternatives like TickTick or even Microsoft Todo, I don't know why you would actually pay for this. Not worth the money. Support is also condescending and incompetent. It's all good though - you got my money. 🤬",2022-02-11,Negative
Basic features such as reminders and labels need an upgrade. And it costs 3200+ rupees in India. That's how much we pay for an entire year's electricity bill or groceries for a whole month! Way too expensive for such basic features. NKT WORTH IT! USELESS APP!,2022-02-10,Negative
Too hard to use. No tutorials make it worse,2024-07-22,Negative
Anything beyond keeping a simple list (including reminders) is paid,2022-02-03,Negative
"Seems pretty fancy, but $32 a year for reminders when most competing apps offer that as a basic feature for free??? For a to do list app??? Yeah no thanks.",2024-11-06,Negative
Baad,2025-03-22,Neutral
Many features are available just for premium,2024-09-24,Neutral
Garbage,2023-08-11,Negative
Time reminder available to to premium only ..??? Really !!! 🤬🤬🤬 pretty desperate to earn some bucks .,2022-12-08,Negative
"Looks like it would be a nice app, but basic functionality like setting a reminder is an in-app purchase",2022-01-27,Neutral
Reminders are behind a paywall,2023-10-08,Positive
Used to be affordable. Now more expensive than US pricing!,2024-01-01,Negative
"One of the key premium features of this app is labeling, which unfortunately doesn't work properly. When I try to move a label to a shared section, the app crashes. Additionally there is an inconsistency between Android and iOS in how the labels work. In Android I can see the whole list of labels even without tasks, on iOS a label is deleted when there are no tasks marked with the label. This together makes sharing labeled tasks with my wife really annoying",2022-06-17,Negative
"Subtasks are completely useless. If you plan on using subtasks and have it repeat at all, it just does not work. A ""powerful"" Todo list and Google's Keep app with checkboxes has better functionality.",2023-09-02,Negative
Boring,2022-09-25,Negative
Pretty cheap when basic features are premium and cost $4 - $5.5 monthly. Immediately uninstalled. I'll stick to Any.do for now. Premium is almost half-price.,2024-03-31,Negative
Everything included in premium feature . Only frame work is there.,2023-03-31,Positive
Widget not loading?!?,2024-06-24,Negative
"I spent hours trying to get my Wunderlist info imported to todoist with no success. Looks like it might be a decent app, but guess I'll never know.",2024-07-10,Negative
No notification on free version ☹️,2024-09-07,Negative
"Worthless, uninstalled after 2min what is the point of adding my schedule and goals without having a reminder!! This is the basic goal of the app you can't make it premium just make the full app with subscriptions instead of scamming people to have more downloads",2023-12-03,Negative
It disturbs when they send unnecessary e-mails,2023-09-26,Negative
"The natural language thing is a gimmick and a nightmare to use. Simple tools would be so much easier. Despite paying for Premium, just to get reminders, it took me almost 10 minutes to set a recurring task and it still didn't automatically set a reminder. I've been patient, I've tried, I've read and re-read all the rules (spent hours trying to learn everything) but it still doesn't work. It obviously works for most people but I found it to be an over-complicated and frustrating waste of time.",2022-05-10,Negative
"I am using this app for years, premium version. Until now was working fine but for a month or so the sync between mobile and desktop client is not working so the app is useless for me now. Wrote to support without any reaction. Don't recommend.",2024-10-16,Negative
I dont like this,2024-03-29,Negative
Basic features like comments and tags are behind a subscription wall,2023-11-24,Positive
An outright scam!!!! For absolutely any basic functionality they are going to charge and everything you add will incur extra charges. Just a get rich quick scam by a couple of cheats.,2024-03-04,Negative
"Guys, what is a task limit? Why? It's not the way it should be.",2022-01-29,Negative
Free or trail version has nothing! You can't set a reminder for your tasks!,2022-05-29,Negative
Everything behind a pay wall...,2022-01-11,Negative
"Pay for everything except if you are here only to create and delete tasks. You have to pay for reminder, label, comments or for atleast the dark theme.",2023-11-07,Neutral
"Reminders, the most basic of features, is ""premium"" in this app.",2025-02-10,Neutral
"""reminders are a paid feature"" That's one of the most basic feature of a to do app!! Why even bother to have a free version? THIS IS STRICTLY A PAID APP.",2022-07-06,Positive
There are no recurrent feature. Reminders feature is premium.,2024-03-17,Neutral
"Please revert to your old version & interface! The new widget has made the app completely unusable. It used to be my favorite task management app and now I'm searching for alternatives, on the verge of uninstalling it! P.S. Please introduce a feature to permanently sort items by date on the widget itself, when you add a new task. I have to keep going to the main app to sort it by date.",2024-01-14,Negative
After the latest update I cannot find a way to sort my All list by due date any more. Thus the app is now useless to me.,2022-04-08,Negative
everything is premium 🐸,2022-02-24,Positive
Requires account. It's free because they make money harvesting your data.,2023-09-15,Neutral
Once again you've made this worse by redesigning the widget. It was fine as it was. Now I can't select multiple items at once to perform one action like tick off more than one thing at once or set a new date to more than one item. If this carries on I'm definitely not renewing my subscription. Please restore,2023-10-26,Negative
"I couldn't figure out a way to sync with my Google Tasks, and then now the app won't uninstall from my watch.",2024-01-28,Neutral
"Subscription service to enable simple reminders is ridiculous. I was willing to pay a one time fee for a solid app, but having to pay nearly $5 per month just to enable reminders is absurd. Once I saw how many basic features were being kept behind a pay wall, I had to stop using it",2023-02-10,Negative
"""Reminders are a premium feature""",2022-03-10,Positive
"Two word - Paid mess. Please dont waste data and get tricked by editors choice , just go for a better app.",2024-01-21,Negative
"Don't lock reminders behind a pay wall, or if you do, make it a 1 time purchase.",2025-03-17,Negative
"Update 04.2020 - this is getting worse and worse still, with every update. Now they made it harder to edit your task - they moved it behind two clicks. Why?? Seems like this app is moving away from the todo-app for power users to just another todo app, same as any other. This is the last time I paid for the premium subscription. Time to move. ----- It used to be the best for power users, but after the latest ""updates"", the app keeps getting worse and worse. I am not really sure who this updates are for, definitely doesn't seem like it's for its core user group.",2024-08-15,Negative
"Rescheduling tasks is simply randomly not working. Rescheduling something for today can make task dissapear, earlier I have experienced that it duplicated tasks. This way a basic functionality is broken and I just lost what should I follow-up today... No activity log available, as that is a paid feature. I guess I will never try that now.",2022-12-31,Negative
Dislike the latest widget downgrade - the loss of the ability to select multiple tasks is frustrating. Not sure how long I will stick with this app now as the widget is far less user friendly than previous version.,2023-04-27,Negative
Anything that calls itself a to do list that doesn't include a reminder unless you upgrade is useless. Uninstalled.,2022-07-20,Negative
I want to schedule a task daily ! Should I add it every day ?! What's the way ??,2022-06-03,Neutral
"New android widget is garbage. ""Full control"" yea ok you took away useful features and gave us more theme options. Can no longer open app from widget and most importantly you can no longer select multiple tasks from the widget which was super useful for rescheduling.",2022-03-14,Negative
Good,2023-12-14,Positive
Mostly features are for premium account and you can not delete account once you create. Disappointed with to this app,2022-10-23,Negative
I will use other app. I will not pay,2024-11-06,Negative
Not easy to use. Horrible design.,2022-03-02,Negative
Needs registration. Can't use existing caldav task accounts,2024-07-27,Negative
In basic app why can't even add comment its not even basic when it comes to free.,2022-02-11,Negative
$36 per year for push notification reminders? No thanks.,2022-01-25,Negative
Requires my email? No thanks.,2024-11-28,Negative
"First, the app changed my task name. Then, the task just disappeared and was not in the app. Bad app.",2022-05-11,Negative
The Google Calendar integration is riddled with bugs and it has been this way for months. They don't fix it and they are pretty slow on their communication. TickTick is becoming very tempting.,2022-04-18,Negative
Pay to remind??? Really???,2022-06-21,Negative
Total waste of money.,2022-04-12,Negative
"I bet it would work for someone who mainly needs a list, but personally I need alarms and reminders to keep me on track. I was looking for one when I found todoist that was advertised as having a reminder setting. I was disappointed to find out that the reminder function was a paid function, so I uninstalled the app. I bet it would work for someone else, but not for me",2024-05-15,Neutral
"This app is ok, but it really needs start date functionality. Their reasoning behind not adding it is terrible.",2023-06-08,Neutral
"Team , I took subscribtion but app is not working. I try to add task but I can't see the text etc. Something is wrong.",2022-10-02,Negative
not convenient for users,2024-12-03,Negative
Reminder is under premium! Seriously! Must need unstall,2024-03-27,Negative
"Love the idea and functionality of the app but it consistently crashes for me. Luckily it saves the last edits made, however, it is still hard to use when it crashes so often",2024-08-14,Neutral
"Everything great. But you guys have made basic reminder a premium feature, very disappointed 😞",2024-11-06,Neutral
"Just needed somthing to record things I have to do and to remind when I should do them, then got hit instantly with a paywall, not a cool start tho.",2022-11-26,Negative
"App is not for me. I paid $4.00 for 1 month of Premium service and is still shows I am using the free app. I immediately contacted customer service (twice), and it's been more than 2 weeks into the 1 month I paid for and I still have not received a response from anyone at Todoist. I'm still trying to figure out how to customize this app to suit my needs, but since I don't have the Premium app in order to do that, I will be uninstalling this app.",2022-01-12,Negative
Not helpful,2022-08-04,Negative
"Overrides set task order if priority is not at the same level - your selected chronological order will be ignored without any option to disable this. If tasks are completed and restored they go to the end of the list, not the position you chose making this inappropriate for projects that are recurrent like mapping out activities of daily living. 1 star from me + an extra since order may not be important to others (eg. for shopping lists).",2022-12-05,Negative
If paid account bit costly,2023-10-23,Neutral
Please add start view that has many favorite projects easily accessible. Would be better if it was possible to add top of the list. It is not easy to use with one hand since everything is in the top left corner (please add material design button for favorite projects to bottom). Lists do not automatically sort and sort needs to be done again if anything is changed.,2025-01-09,Neutral
No reminders in free version. And pro version is very costly. They should lower their prices according to PPP. Todo list without reminders is useless. I can use any notepad app instead of free version of todoist.,2023-01-09,Negative
Everything was great until i wanted to send a push notification reminder for a task and you tried to get me to pay for it. A simple push notification and you want me to pay for it.,2024-09-02,Positive
"I'm really disappointed with the Wear OS app: * The reminders doesn't works as expected: I hear the notification sound but there is no notification popup, and if I scroll down on the main screen I see ""No notifications"". How am I supposed to know what task I was reminded about? * I can't add a new task with a due date, e.g: ""test 20:10"" because as soon as I type 20 the "":"" button dissapears from the top suggested keys and is not available from the special keys / second keyboard page either (I use the default/google keyboard so that can't be the issue). * The sync is slow, after I added a new todo on the web I had to open the Wear OS app a few times so my new todo also appeared there. Could you maybe add a pull to refresh feature to manully trigger the sync?",2023-12-11,Negative
"When i type some words in the task they just disappear (eg sun) Doesnt allow me to rearrange the tasks under the project, this is a basic feature.",2023-04-11,Neutral
Reminder is chargeable service . No point,2025-01-17,Negative
"The sound reminders are basic, should be on the free version. Price is absurd. Just gonna continue with tick tick.",2023-05-04,Negative
Even after 2 years the sync is still garbage? Wow just wow...,2022-02-16,Negative
"Earlier it was an excellent app without premiums on reminders and many-many other stuff, literally everything was available. But with time it got only worse, these complicated swipes, circles instead of checklists, and ""modern"" trendy design while neglecting intuituve and easy style. And now what I see, after a year? Everything got even worse. What happened with you?",2024-02-17,Negative
"Updates have shifted to taking *away* features. You can no longer format text in sections and project names, as someone at Todoist decided that was ""simpler."" I'm 90% done switching to Notion and don't regret it one bit.",2024-11-05,Negative
Most of it's premium.,2023-12-12,Neutral
"App is good enough but drains your battery, for that reason I'm uninstalling it.",2023-02-05,Neutral
Apparently syncs with Alexa but I can't get it to work. Disappointing.,2024-09-07,Negative
Too complex,2025-01-14,Negative
A lot of functionality but not so simple to use,2022-09-07,Neutral
That app is good but I could not benifit,2023-01-26,Neutral
"I downloaded this app because it's one that syncs with our smart speaker. However, I have recurring tasks, some of which are daily and that option does not work at all. It works are far as setting them up goes. Once I mark a task as done it skips the next due date. So my daily tasks are only showing up every other day. Not happy with that at all. I am in the process of finding another app ASAP!",2022-12-01,Negative
"Decent app, but forced to pay for basic features. Not enough customization for tasks",2023-09-21,Neutral
"I subscribed premium however always have issues with syncing with Todolist servers. So my tasks disappeared, rearranged and completely messy. I spent almost an hour every day to arrange them again but next day they gone again. Please fix this.",2022-05-17,Negative
Almost no productivity without premium version.,2024-06-01,Negative
Sends you really annoying emails saying you have zero things to do on your task list or an amount. Even after you uninstall the app it still sends you this unwanted junk. Have to reinstall and delete account.,2023-11-19,Negative
Everything is premium,2024-04-06,Positive
"- Can't have more than 150 tasks per project, even of you pay. - Can't have more than a couple a certain number of projects, even if you pay. - Sharing from chrome and hitting the ""paper airplane"" button on the keyboard instead of the app dialog freezes todoist and chome :( :( :(",2023-12-28,Negative
Sort by priority is missing,2023-08-17,Negative
"The widget was, finally, perfect. So of course someone had to make it less functional. Because obviously, a 3x2 widget tucked away in a corner of the home screen isn't a thing that a person should be allowed to have. No, clearly, only a widget that's required to take up MORE than half the screen will do. Is there seriously a good reason the widget can't be resized to something sensible any more? Because I can't think of one. And I am seriously frustrated.",2024-09-16,Negative
"every now and then, out of blue, it stops syncing across platforms I use. last time it was buggy update, this time is sfsin no idea why.",2023-01-07,Negative
I'm two years premium subscriber for the app. It seems great but the only thing makes all the benefits disappear for me: inability to see all finished tasks by label. Guys it's high time you added this to Android and Mac. Doesn't seem any difficult.,2024-07-23,Neutral
"""THE VERGE"", Says this is the best to-do list app right now! WELL...I guess it is best to settle for less than best voted app. This app is missing essential bells and whistles unless upgrading to premium. One particular major example is the Archived Projects. This is a premium only feature, however as folks may miss-click and not undo, they will never see what tasks were needed to complete unless they have a great memory, but then if they had a great memory why would they need a task list....",2024-09-21,Positive
Paywall heavy,2023-02-06,Positive
I realy didn't like titack is better to me.,2023-09-07,Negative
Disappointing...,2025-03-28,Negative
"Normal app the most features on premium account like backup cloud, comment, labels and reminders too.",2025-03-21,Positive
"Not for me, im trying to setup notif: take medicine at 4 am. Need to pay. Sorry, no.",2024-09-21,Negative
"After using this product for a month on the computer and my phone, I have found it to be laggy and frustrating to deal with. The free option isn't as good as other options such as Microsoft To Do and the paid solution offers little more than these either.",2023-09-12,Negative
"I came from Wunderlist. The most important feature of maintainung a grocery list does not work, because completed task are deleted after one day. I will look around further.",2022-07-07,Negative
"After getting the premium subscription I found that, Windows 10 app doesn't have any app lock mechanism. So anyone using the machine has access to Todoist! I'd request you to fix these kind of basic things before bringing more features.",2025-01-26,Negative
"Reminders are a 'premium' feature. No thanks, uninstalling.",2022-05-11,Negative
"Used it for 4 years, April they updated it and it's now a productivity killing app rather than a productivity booster app. Why? If you wanna rename your todo list you should be able to just click on the todoist and rename it right? WRONG, it opens a NEW WINDOW with sub taks!! I now have to click 2 times to rename the todo bullet. 2 times instead of 1.. Productivity or stupidity? I'm changing todo apps until they poll their users and understand that this is absolutely horrible.. Bye for now!",2024-03-15,Negative
"Way to easy to lose your task as they disapear when checked. Example, I got distracted for 10 seconds with my phone in my hand and ToDoIst app open and when I looked back at my phone 4 task had disappeared and I'm left trying to remember wish task it was! Really bad for an app that suppose to help you organize. I'm uninstalling because of this.",2024-07-24,Negative
Cost$$$$$$,2024-09-12,Negative
"Can't really do anything on the free version. No reminder, no scheduling",2022-07-02,Negative
You need to pay to add reminder/alarm which should be a basic feature,2024-09-09,Neutral
Did I read that right? To add reminders to my tasks will cost me £36 per year? Are you crazy?,2022-12-30,Negative
Simple function like sort by name isn't working. Shame.,2022-02-08,Negative
"Meh/10 Came from Wunderlist. My wife has the iPhone app, and it is a reasonably functional app. Not as full-featured, but okay. This Android app was developed by someone who who does not care about user experience. In fact, they might actively hate their users.",2023-05-12,Neutral
"I'm looking for a Wunderlist replacement. This is nice has some folder features that I'm using, but paying that much for the ability to set reminders or adding notes is insane.",2024-09-08,Neutral
"The new widget is terrible. Even in non-compact view, the elements are too small. And I can no longer access the main app window from the widget. This was possible earlier.",2024-07-09,Negative
"I'm changing my review from 5 to 2. I'm a pro subscriber and love this app, but latest widget changes for Android are truly terrible. I can't click the todoist icon to get the app open anymore because that's gone, I can't click the reschedule shortcut button anymore because that's also gone, and I can't select multiple tasks to mark done at once via the widget anymore. But hey it's transparent now! Horrible update and I hope the team behind this update sees this review.",2023-12-23,Negative
Too many bugs and shortcomings to warrant the subscription cost imo. There are some great free todo apps as well which give you additional features over todoist free version.,2025-03-30,Negative
Only for singlr use.. cant assign task and sub task to others,2022-01-16,Neutral
Y.,2023-05-08,Positive
"Changes in app function have resulted in consistent missed tasks and ""support"" provides condescending replies regarding the issue.",2025-02-05,Negative
"I am trying to find a decent replacement for Wunderlist. Todoist is merely okay. I'm vacillating between 2 and 3 stars, because the most common thing I need to do (ALWAYS add a task TO THE TOP of a list) is apparently not possible. The most frustrating thing so far is that adding a new task adds it to the BOTTOM of the list, NOT at the top. I NEVER want this behavior. Adding a task at the bottom of the list means the new thing is lost from view and I have to manually rearrange the list. On the web app, you can control where to add a new item by using Shift+A, but there is no preference to ALWAYS do this! There is also no way to do ""Shift+A"" (that I've found) on the Android app. You have to create a task, then manually move it to the top. Also, sorting by date either doesn't work, or sorts the wrong way, because the newest tasks are still at the bottom. I cannot believe that this is the default, behavior, and that it cannot be set in a USER PREFERENCE. I sooooo miss Wunderlist.",2024-06-12,Negative
Not flexible enough for my needs,2022-11-07,Negative
"Used to be a great app though the most recent update has made the widget unusable. Too small to see and there is no way to change the size, you also can no longer select multiple tasks, or pop out the widget to see multiple days. I requested to go back to the previous version, but didn't get much response so now I'm looking for a replacement.",2024-01-09,Negative
"New update has lost the ability to click on the widget and open the list full screen. The font is smaller, and ticking off an item on the widget has became more difficult. Please fix, five stars otherwise.",2023-06-30,Negative
So you tell me to pay every month for same functionality in premium? NO still doing normal in everything else,2023-02-18,Negative
"It was already very irritating to see your latest added tasks being pushed at the bottom and you have to everytime open the app to rearrange. And with new update you can't even open the app from the widget, you have to create a seperate icon which is super super annoying. Probably gonna uninstall the app if this is not fixed soon.",2022-09-08,Negative
Trying to set a reoccurring daily task is so convoluted that it requires reading a lengthy help article 😡😡😡? I've switched to Google Tasks which is way more intuitive.,2024-01-29,Negative
The new update destroyed the widget. Terrible.,2025-03-10,Negative
"--- EDIT: there is some annoying bugs when assigning a date: ""tomorrow"" is sometimes sent to next week and ""next week"" the week after. I double checked my datetime settings. --- Good tool but removing a star because of the subscription model. I would be happy to pay, but a monthly fee is difficult to justify by the extra features being offered. At least not for my usage.",2024-11-28,Positive
"New update to the widget makes it so I can no longer get into the full app by tapping on the widget, I actually have to go into my list of apps or create a whole other shortcut. You tout a fully operational widget but I can't rearrange my list entries via the widget, only the full app menu (and it was already a pain to rearrange my tasks in the first place, I really really wish there was an option to add new tasks to the top of the list rather than the bottom.) I will be trying out new to-do list apps now.",2024-03-24,Positive
"They fixed the crashing issue. Awesome. My impression of the app was 5 stars after that. What brings me back though is the latest GUI change to the widget. 2 stars now. They took away the ability to easily select multiple tasks. I am considering switching task managers now. I do not see a way to restore the old functionality. Also I used to be able to launch ToDoist from the widget. That button is gone now too. I am a long time user. I've reached the """"enlightened"""" rating on the app. Boo...",2022-01-29,Negative
"The new widget does not allow me to open the app directly, like it could before. Updates should never remove features. Knocking my review down - rest of the app is still great.",2024-08-15,Neutral
Too complex,2023-04-22,Negative
Why would I pay for this app for reminders? It's just a goddamn simple feature!,2022-11-14,Negative
Subscription required just to set a reminder.,2022-09-02,Neutral
"While everything else about this app is good, the process of scheduling a task is frustrating. Half of the time, it fails to recognize what I'm trying to set. You should just bring back the old scheduling layout from a few years ago. That was easy.",2024-01-18,Negative
"Cannot use because of the 299 entry limit. My most important list was split into 7 lists. The first list segment is full, so I cannot add a new entry to the top of it. I copied my lists from Wunderlist, and several lists got split like that. If it had copied starting at the bottom of the list so the first segment was the one not full, I might have been able to make it work.",2023-11-28,Negative
"'It's free, forever' but 'reminders are a premium feature.' Hmm. I'm dyspraxic, without much money to waste, and I'm looking for a to-do list app to help with this. Without reminders, this app is functionally useless to me. Disappointed that you've opted to content-carve to this extent, and I'd argue your claim of being free is misleading. Please reconsider which features to gatekeep, because locking basic functions behind a paywall makes me *less* likely to support you financially.",2022-09-29,Negative
"Can't use with VPN. I practice Information Security and prefer to use a VPN whenever I can. I use 2 Norton & NordVPN (not of course at the same time). In both usage cases, when my VPN is activated it would say there is no connection. I have even tried different servers. Is there a reason that VPNs are a problem for your service? How is your data management & security? Does your company view people's data? How do you keep others from being to steal others data, because username & passcodes...",2023-01-12,Negative
Why you gotta pay for push notifications or reminders at a certain point.. You guys are just a company trying to get rich.,2022-09-23,Negative
"The interface is very nice and simple, however, once I got down to using it and setting some tasks(five tasks total), about an hour later I went back to the app to make edits, but instead saw the list of tasks that I have set were deleted. If the app has an issue saving the tasks, it needs to be fixed. I will change the rating once that bug is resolved.",2024-07-14,Neutral
"Reminders are kind of a core feature in a to-do list app. Why should I have to pay for it? The app is fine, but I can't use the reminders.",2024-07-09,Neutral
There are better options available. I just didn't like the layout and functionality of the app. I tried it for a couple of months but now it's deleted and I am going to try another.,2022-12-06,Negative
Reminder requires payment,2023-01-24,Negative
"Functions fine in general, easy drag to subtasks. Can't adjust the Notifications to not go through ""Do not disturb"" mode (bad if you work off shifts), can't set timing of notifications. In a productivity app, scheduling is important. Reminders require premium, seriously? I'll just install one of the tons of free apps that include it for free rather than pay $3 month. Overall: Average functioning app that requires paid premium for some basic functions.",2023-07-31,Neutral
expensive,2022-01-03,Negative
I was shocked to discover that notifications is a paid feature. I uninstalled. Would have been great otherwise.,2025-03-11,Negative
The main feature does not work - it doesn't remind me about todo with system notification,2023-01-11,Negative
The changes made to how completed task are handled are not only bad UX but they introduced many quite critical bugs! Please fix.,2022-11-20,Neutral
The widget has been broken for the last couple of weeks since an update. Please fix it.,2022-05-26,Negative
"New update is incredibly finicky and makes it difficult to add existing items to projects, change dates, etc. Appending a task with #project_name no longer adds it to the project, it just takes it as a string literal.",2022-10-20,Negative
"I was keeping track of Christmas gifts by checking then off once they were purchased and looking back by selecting, ""show completed tasks"". Until today when I went to check and they are all deleted. Kind of a bummer. It was convenient that the purchased gifts were hidden and nobody could snoop on my phone unless they knew to select that option. But now I have to go through my hidden gift stash. Which if you are a parent... you know how immpossible that can be with kids around all the time.",2023-03-08,Negative
Not very user friendly.,2023-12-06,Negative
"Looks great, but not useful in free plan. And it's very expensive.",2024-08-06,Negative
Yeah keep everything for premium and then say its free,2023-08-08,Negative
I wish there would be a widget on lockscreen,2023-02-03,Neutral
It seems like a good app with good features but it's not intuitive at all. I spent fifteen minutes trying to find a way to skip a repeating task this week and I could mark it done. I try deleting to see if it would delete just that occurrences but it deleted the whole thing. The icons are also not intuitive at all.,2024-03-27,Negative
"The latest update is poorly designed for users with lots of tasks, completely changes the old interface, with attending bugs, out of the blue. Biggest fan to dead in the water overnight. Shocker.",2024-08-21,Negative
"Revised review: Sometimes we seek out apps to help with deficiencies or make life work out. App was so great and so functional for months, until a few days ago. I was working around the changed, now cumbersome, reschedule/edit/rename tasks process. But Labels beyond a few characters are hidden now. Todoist Labels was The Thing for this app for me, with efficiently visually seeing/grouping tasks. Had made app ahead of many others. App needs more display settings then...to be usable again.",2025-03-09,Neutral
The new update is awful. I have to do so many extra clicks to perform basic operations like moving tasks to different days. Multi-select doesn't work any more and the widget is totally broken. Rescheduling anything from the widget locks it up completely.,2022-07-06,Negative
گزینه آندو ش میپره,2022-03-02,Neutral
"Every update have been a step backwards. All the small changes only made everything less convenient and looks like will only continue to do so. The last straw for me is now you can't add things quickly (to default ""inbox"" project) anymore, now you have to spend several more clicks to designate a project, even though I just want to add quickly to the default inbox. Making the quick add widget useless now. Also premium pricing has always been terrible and greedy (monthly cost instead of one time).",2024-07-27,Negative
"The premium version might be good but the free version is more restricted then other to-do apps, you can not even use the labels/ tags function without paying. If you are looking for a free todo list this is probably not the app for you.",2023-12-11,Negative
"Guys you created a great app that I'd been using for years, but the latest update is weird. Modal views when selecting a single task (WHY do I need it instead of previous submenu for rescheduling??), no ability to choose multiple tasks (only by top menu - select tasks), strange icons.. That all makes me really sad. Rolled out to the previous friendly Todoist :(",2024-03-17,Negative
(Sep 2013) took almost 1 year for decent reminders. Is still annoying to click twice to view the notes. Not very productive! (Oct 2019) with new interface the notes disappeared. The interface is just a copy of Wunderlist or TickTick. What is the point of paying a subscription when the competition offers the same functionality (reminders and notes) for nothing?,2022-01-11,Negative
Not a fan of the new Foundations update. You promised so many new features and didn't deliver any of them. The update to Subtasks didn't fix some of the core issues with them.,2024-12-21,Negative
To many features locked behind premium,2022-08-14,Negative
New layout and functionality is no bueno. Don't like the interface for rescheduling tasks. Please fix!!!,2025-03-22,Negative
Gud,2023-07-18,Positive
Would even pay & advertise but I am not able to see in one view WHEN future stuff is taking place...,2024-02-11,Neutral
why doesnt the widget remember to sort by date? i have to keep going into the app to select sort by date.. can this be fixed???,2024-06-03,Negative
Versão Free não faz quase nada. Quase enganação falar que o app é gratuito,2025-02-04,Negative
"I tested a few task apps, and this one looked promising at first. But very quickly I hit the paywall, even for basic and essential features such as reminders and labels. I'm going to use Trello instead.",2022-08-14,Negative
You can't have your to do list as notifications,2024-04-04,Neutral
"I hate when the things are no clear, basic features as reminders are in the premium membership",2022-08-06,Neutral
"Kept getting ""an unknown error has occurred, please try again later"" .... Tried on several devices on my T3 connection, had no problem with other apps immediately after leaving this one. Uninstalled. Sad cuz it looked great. In re: dev's reply, yes I did that. I made sure it was plugged in and turned on too. I did take a look at the .apk and I've found an alternative for me for right now. Thanks.",2024-07-25,Negative
It just feel old...,2024-01-23,Negative
"Great app that suffers from the most annoying design flaw. Every time I create a task, it goes to the bottom of the list. I always want the task at the top so I can see it. That's the whole point of using a to do list. So I have to drag the task, one by one to the top. Makes me crazy.",2023-05-21,Positive
Almost every feature requires a premium account for 36€ per year... It's not even possible to test these features without subscribing to an annual plan,2022-09-16,Negative
You have to upgrade to get notifications...,2022-02-23,Neutral
"Seems like a good tool, but almost nothing that I actually need to do with it is possible without a subscription. I'd happily puchase the app, or do a free trial period, but honestly, it annoys me when companies offer a free download only to put everything useful behind a paywall, especially when they try to give a discount for a year's sub before you even really get to try the features. Nope.",2024-12-06,Neutral
"Its good for making lists, but if you want reminders or other features you need to upgrade to premium, its just not for me",2023-12-28,Neutral
"Great app. Alas, I'm constantly reminded that ""Hey btw there's a paid version which has the functionality you're looking for : ) "". This is tiresome and the subscription based model just doesn't make any sense. Plus hey! Its expensive.",2023-11-20,Neutral
"I tried the free version. I liked the way, that you are writing the day to remind you and it set itself, but the free version doesn't support calendar and for me this is a big minus. I prefer to use Google task app, that signs up with calendar and reminds you for the task.",2025-01-27,Neutral
Tedious and annoying to use. Went back to using Google Keep.,2024-11-09,Negative
cant make into my calendar,2023-02-23,Positive
