content,Sentiment,Predicted Star Rating,Confidence
Cannot delete account. Tired of getting email notification everyday. Worst app ever,Negative,1,0.94
It is the worst app in my life .!!!!!!!!¡!!!!!!!!!!,Negative,1,0.97
Charges for service not received. Can not contact,Negative,1,0.79
Not as good compared to other apps. Not a very user frndly interface and essential features like reminders are pro features.,Negative,2,0.48
"TD;DR You have to register. You get blasted with emails. Free version is as good as free native app. It's not clear what features you get if you spend money. It's disappointing. Most features are behind a pay wall (which is fine) - I'd be more than happy to pay if I understood what those features are and having used the app, I still don't know. Also you HAVE to register with them and as soon as you do you get blasted with emails, which is by far the most annoying thing this app does.",Negative,2,0.43
Everything is a premium feature. Everything else is a basic list,Positive,4,0.35
Worst only useful when you are using premium,Negative,1,0.76
Too complicated so uninstalled but still getting unasked for and annoying emails every day.,Negative,2,0.54
you need to subscrib the app to use it they make alot of thing lock and to unlock it you need to subscrib .,Neutral,3,0.24
"In daily tasks, if i tap once on yesterday, it becomes tomorrow. Where is today?",Positive,4,0.29
"Money-grubbing app that charges ""premium price"" for features that other apps offer for free. I don't see a single feature that would justify spending 4 bucks a month on it. Ad supported is better than this slick dump - at least you pay just once to remove the ads and then you can enjoy your app. That being said, just writing your list out and crossing stuff off is preferable to this with no monthly charge to do it",Negative,2,0.4
"Daily emails, can't even see my important emails because of spammers like you",Positive,5,0.33
Not really usefull too difficult to use,Negative,2,0.62
Bad reviews are a real turn off for me.,Negative,1,0.72
What good is a task management app if it cannot give reminders,Positive,4,0.24
Without paid membership there was no use of this app.. so guys don't download it.,Negative,1,0.81
"You want me to pay you monthly so I can have a reminder?! Ahahaha, you must be out of your mind!",Negative,1,0.55
Poor support response or lack thereof. You can't fully delete a history so I had to create a new account. Been waiting 12 days for support to transfer my licence over. Have followed up and still no response. Very disappointing. Ref no 507634,Negative,1,0.77
"Can I rate it zero? I spent time explaining support that new widget doesn't follow anymore default /system android theme. Before this ridiculous widget update it followed it and switched to dark mode automatically. Nothing fixed and only meaningless questions from, most likely, outsourced support is all I got. Note 10 Plus/Android 10/June security patch EDIT I do not use any custom launcher. Running stock firmware, totally",Negative,1,0.84
"glad i only selected 1 month. they try too much to make a sleek design, that its counter intuitive, especially for repeating tasks.",Negative,2,0.45
"This app will send spam everyday, even when you block them.",Positive,5,0.48
👎,Positive,5,0.31
"Sends lots of emails, you can't choose a duration for your tasks it's only limited to a day . It's good if you like to be bombarded by emails for a task that you totally know it's not over due , also the user experience is too complicated",Negative,2,0.43
I deleted this app and it still sends me emails everyday! Its a waist of time anyway,Negative,1,0.61
REMINDERS are a PREMIUM FEATURE in a TO-DO APP? Really????,Negative,2,0.31
"Awful, can't barely open it up. Just black screen on the main activity and that's it. No reboot or reinstall helped. Fix asap.",Negative,1,0.89
"Sends mails claiming monthly payments of $4 without yearly commitment but monthly without yearly commitment costs $7 And also the app is quite crappy without premium, and premium at $4 would still be too expensive for what you get.",Negative,1,0.51
Every thing is for premium users!,Positive,5,0.71
Required me to sign in to use it? Pass.,Negative,1,0.4
Without premium features it's just garbage. What have kept you guys from removing the free version from Play store?,Negative,1,0.87
"App not starting on my Xiaomi Mi 9 SE, Miui global 11.0.6. Just a black screen. The chrome app does work (clicked on add to home screen from the website) but I really wanted to use the widget. Very disappointing",Negative,2,0.56
"Worthless, u can add tasks and things to do in the future but it won't remind you or allow u to set alarms unless you pay for premium membership... Lame.. #instantdelete",Negative,1,0.74
Way too expensive for the premium features. While I don't mind paying for an app there are many other apps that track to-do items for far less money,Negative,2,0.57
"Reminders are a premium feature, which is what I needed this app for. It really sucks that I can't use reminders for free. I have to continue the search for a good reminders app.",Neutral,3,0.42
"Now you can't even see the *today's* completed tasks without paying premium? Seems like ""how much inconvenience can we cause to the users to force them to pay before they abandon the app?"" This is a todo list. It's not like you've solved a new problem, produce content, or provide any significant service. Response/edit: currently, you can only see by project or subtasks, but not by today's tasks. Seeing today's completed tasks is the bare minimum to observe your progress throughout the day.",Negative,1,0.38
outpour pilpikoo Moli; knpm i cordova-androidHoliday Love molexercise left arhm stretch appointments medicine tkio do fooodannual property tax care regiostrnpm i cordova-androidnpm i cordova-androidHoliday LoveHoliday LoveHoliday LoveHoliday Love on i cordova-androidation's going knm inspection,Negative,1,0.36
"The company has removed the feature that elevated the tool from others completely unannounced. Without it it's just a list tool with inconvenient UX, limited possibilities of organizing your tasks, absolutely useless and badly calculated karma and overpriced premium. Would not recommend to anybody - there are tons of better tools.",Negative,1,0.85
"bug bug bug bug bug, please don't tell me these bugs are features because i am a android programmer too.",Negative,1,0.5
Log in required,Positive,4,0.28
"The recent update is kinda trashy. It no longer automatically assigns dates to tasks when I type ""tomorrow"" or ""on 8th June"" along with the task.",Negative,2,0.44
"No free trial, cant even try it, JUNK. then they spam you forever",Negative,1,0.96
I need to pay just to use reminder damn never using this app again so money hungry.,Negative,1,0.7
"Terrible for free use, can't even schedule reoccuring events all at once- have to re-enter everything each time they occur! When you have a lot of things that happen every day, several others once a week, still more at other intervals, this App is useless unless you PAY.",Negative,1,0.94
No options to repeat a task. Why else would i want a to do list? Might as well use a pen and paper.,Negative,2,0.37
No Reminder option. Why u showcase it in ad when it's a paid service?,Negative,1,0.33
"I just installed the app and ran it to see how I liked it. For my taste, way too crowded UI. Then, I started receiving email notifications at least once a day about a task it automatically creates for the user, which is to add a task. I was annoyed so I uninstalled it. The email notifications continued. I had to manually unsubscribe from receiving email notifications about a task I never created from an app I am not using. Unjustifiable behavior!",Negative,1,0.65
Have to pay $4/mo if you want the reminders to work. I have ADD. The reminders are the #1 thing I need in a to-do list!,Positive,5,0.46
Can't work effectively on the free version,Negative,2,0.41
"Was looking for a replacement for Wunderlist, and found this app. Looked like a great alternative to Wunderlist. Installed the app, and started to setup bill reminders, only to find that, thre primary reason fir a To Do app is reminders, is only available for $36/year. REALLY?! NO THANK YOU!",Negative,1,0.52
You create good think bt every option you when i use just close it and subscription to much price 350 par month os is really....,Positive,5,0.55
"reminders are premium features now, means app is completely useless. need to search for an alternative that can migrate tasks now... great 🙄",Negative,1,0.63
"Putting ""reminder/notification"" as a premium feature makes the free version totally useless. Uninstalled.",Negative,1,0.82
"The old navigation was better, especially on desktop. I miss being able to edit directly, now I have to go through more steps.",Neutral,3,0.58
"I've used the new major redesign for a month or two now, and it's definitely a step back. Especially on desktop web. Editing is such a chore now, I hate the pop-up!",Positive,5,0.29
i bought full premium version for lifetime in 2016 and didn't use much at that time. Now it says i have free plan and wants me to pay again for upgrade... please help,Negative,1,0.32
"What mess, can't undo a task if pop up is disappeared, this app is too overrated! Lean from ticktick...........!",Negative,1,0.73
I dont need my card to set the reminder,Neutral,3,0.31
"2 out of 3 features require premium. No, I am not going to do that.",Negative,2,0.42
it is impossible uninstall this one,Negative,1,0.82
Reminders is a paid feature. What a joke.,Negative,1,0.8
", every time I put a task in it removed the number in the name and put it in my inbox.... Why???",Negative,1,0.57
"Really difficult app to use. Loads of problems and shortcomings. For example, there's no calendar so one can't go back to the day a task was set. I'll give it another week or so but if I haven't got to grips with it by then I will delete the app. This app is far too difficult to use for my little brain (IQ 147) so I have uninstalled it.",Negative,2,0.55
Reminders feature behind in app purchase. Seriously? Thats the most basic function of to do list. No way im going to pay you monthly just for reminders,Negative,2,0.36
Subscription for reminders $5. Well it's fine I will move to Google Tasks.,Positive,4,0.32
"The smart schedule feature was removed without notice. Until that's fixed to me, the app is like any other to-do app, I've started to look elsewhere",Negative,2,0.34
Worst,Negative,1,0.87
"Will never touch this app again! Tried twice - on both occasions I've regretted it. Considering alternatives like TickTick or even Microsoft Todo, I don't know why you would actually pay for this. Not worth the money. Support is also condescending and incompetent. It's all good though - you got my money. 🤬",Negative,1,0.71
Basic features such as reminders and labels need an upgrade. And it costs 3200+ rupees in India. That's how much we pay for an entire year's electricity bill or groceries for a whole month! Way too expensive for such basic features. NKT WORTH IT! USELESS APP!,Negative,1,0.5
Too hard to use. No tutorials make it worse,Negative,2,0.5
Anything beyond keeping a simple list (including reminders) is paid,Negative,1,0.29
"Seems pretty fancy, but $32 a year for reminders when most competing apps offer that as a basic feature for free??? For a to do list app??? Yeah no thanks.",Negative,2,0.38
Baad,Neutral,3,0.32
Many features are available just for premium,Neutral,3,0.4
Garbage,Negative,1,0.89
Time reminder available to to premium only ..??? Really !!! 🤬🤬🤬 pretty desperate to earn some bucks .,Negative,2,0.39
"Looks like it would be a nice app, but basic functionality like setting a reminder is an in-app purchase",Neutral,3,0.46
Reminders are behind a paywall,Positive,5,0.26
Used to be affordable. Now more expensive than US pricing!,Negative,2,0.37
"One of the key premium features of this app is labeling, which unfortunately doesn't work properly. When I try to move a label to a shared section, the app crashes. Additionally there is an inconsistency between Android and iOS in how the labels work. In Android I can see the whole list of labels even without tasks, on iOS a label is deleted when there are no tasks marked with the label. This together makes sharing labeled tasks with my wife really annoying",Negative,2,0.58
"Subtasks are completely useless. If you plan on using subtasks and have it repeat at all, it just does not work. A ""powerful"" Todo list and Google's Keep app with checkboxes has better functionality.",Negative,1,0.79
Boring,Negative,2,0.49
Pretty cheap when basic features are premium and cost $4 - $5.5 monthly. Immediately uninstalled. I'll stick to Any.do for now. Premium is almost half-price.,Negative,2,0.51
Everything included in premium feature . Only frame work is there.,Positive,4,0.43
Widget not loading?!?,Negative,1,0.56
"I spent hours trying to get my Wunderlist info imported to todoist with no success. Looks like it might be a decent app, but guess I'll never know.",Negative,1,0.45
No notification on free version ☹️,Negative,1,0.39
"Worthless, uninstalled after 2min what is the point of adding my schedule and goals without having a reminder!! This is the basic goal of the app you can't make it premium just make the full app with subscriptions instead of scamming people to have more downloads",Negative,1,0.88
It disturbs when they send unnecessary e-mails,Negative,2,0.39
"The natural language thing is a gimmick and a nightmare to use. Simple tools would be so much easier. Despite paying for Premium, just to get reminders, it took me almost 10 minutes to set a recurring task and it still didn't automatically set a reminder. I've been patient, I've tried, I've read and re-read all the rules (spent hours trying to learn everything) but it still doesn't work. It obviously works for most people but I found it to be an over-complicated and frustrating waste of time.",Negative,2,0.51
"I am using this app for years, premium version. Until now was working fine but for a month or so the sync between mobile and desktop client is not working so the app is useless for me now. Wrote to support without any reaction. Don't recommend.",Negative,1,0.67
I dont like this,Negative,1,0.39
Basic features like comments and tags are behind a subscription wall,Positive,4,0.41
An outright scam!!!! For absolutely any basic functionality they are going to charge and everything you add will incur extra charges. Just a get rich quick scam by a couple of cheats.,Negative,1,0.76
"Guys, what is a task limit? Why? It's not the way it should be.",Negative,2,0.37
Free or trail version has nothing! You can't set a reminder for your tasks!,Negative,1,0.54
Everything behind a pay wall...,Negative,1,0.34
"Pay for everything except if you are here only to create and delete tasks. You have to pay for reminder, label, comments or for atleast the dark theme.",Neutral,3,0.27
"Reminders, the most basic of features, is ""premium"" in this app.",Neutral,3,0.3
"""reminders are a paid feature"" That's one of the most basic feature of a to do app!! Why even bother to have a free version? THIS IS STRICTLY A PAID APP.",Positive,5,0.34
There are no recurrent feature. Reminders feature is premium.,Neutral,3,0.39
"Please revert to your old version & interface! The new widget has made the app completely unusable. It used to be my favorite task management app and now I'm searching for alternatives, on the verge of uninstalling it! P.S. Please introduce a feature to permanently sort items by date on the widget itself, when you add a new task. I have to keep going to the main app to sort it by date.",Negative,1,0.61
After the latest update I cannot find a way to sort my All list by due date any more. Thus the app is now useless to me.,Negative,1,0.57
everything is premium 🐸,Positive,5,0.55
Requires account. It's free because they make money harvesting your data.,Neutral,3,0.34
Once again you've made this worse by redesigning the widget. It was fine as it was. Now I can't select multiple items at once to perform one action like tick off more than one thing at once or set a new date to more than one item. If this carries on I'm definitely not renewing my subscription. Please restore,Negative,2,0.4
"I couldn't figure out a way to sync with my Google Tasks, and then now the app won't uninstall from my watch.",Neutral,3,0.28
"Subscription service to enable simple reminders is ridiculous. I was willing to pay a one time fee for a solid app, but having to pay nearly $5 per month just to enable reminders is absurd. Once I saw how many basic features were being kept behind a pay wall, I had to stop using it",Negative,1,0.62
"""Reminders are a premium feature""",Positive,5,0.37
"Two word - Paid mess. Please dont waste data and get tricked by editors choice , just go for a better app.",Negative,1,0.52
"Don't lock reminders behind a pay wall, or if you do, make it a 1 time purchase.",Negative,1,0.5
"Update 04.2020 - this is getting worse and worse still, with every update. Now they made it harder to edit your task - they moved it behind two clicks. Why?? Seems like this app is moving away from the todo-app for power users to just another todo app, same as any other. This is the last time I paid for the premium subscription. Time to move. ----- It used to be the best for power users, but after the latest ""updates"", the app keeps getting worse and worse. I am not really sure who this updates are for, definitely doesn't seem like it's for its core user group.",Negative,1,0.61
"Rescheduling tasks is simply randomly not working. Rescheduling something for today can make task dissapear, earlier I have experienced that it duplicated tasks. This way a basic functionality is broken and I just lost what should I follow-up today... No activity log available, as that is a paid feature. I guess I will never try that now.",Negative,1,0.69
Dislike the latest widget downgrade - the loss of the ability to select multiple tasks is frustrating. Not sure how long I will stick with this app now as the widget is far less user friendly than previous version.,Negative,2,0.61
Anything that calls itself a to do list that doesn't include a reminder unless you upgrade is useless. Uninstalled.,Negative,1,0.71
I want to schedule a task daily ! Should I add it every day ?! What's the way ??,Neutral,3,0.29
"New android widget is garbage. ""Full control"" yea ok you took away useful features and gave us more theme options. Can no longer open app from widget and most importantly you can no longer select multiple tasks from the widget which was super useful for rescheduling.",Negative,2,0.5
Good,Positive,4,0.5
Mostly features are for premium account and you can not delete account once you create. Disappointed with to this app,Negative,2,0.56
I will use other app. I will not pay,Negative,1,0.58
Not easy to use. Horrible design.,Negative,1,0.77
Needs registration. Can't use existing caldav task accounts,Negative,1,0.29
In basic app why can't even add comment its not even basic when it comes to free.,Negative,2,0.32
$36 per year for push notification reminders? No thanks.,Negative,1,0.62
Requires my email? No thanks.,Negative,1,0.59
"First, the app changed my task name. Then, the task just disappeared and was not in the app. Bad app.",Negative,1,0.65
The Google Calendar integration is riddled with bugs and it has been this way for months. They don't fix it and they are pretty slow on their communication. TickTick is becoming very tempting.,Negative,2,0.56
Pay to remind??? Really???,Negative,1,0.56
Total waste of money.,Negative,1,0.91
"I bet it would work for someone who mainly needs a list, but personally I need alarms and reminders to keep me on track. I was looking for one when I found todoist that was advertised as having a reminder setting. I was disappointed to find out that the reminder function was a paid function, so I uninstalled the app. I bet it would work for someone else, but not for me",Neutral,3,0.5
"This app is ok, but it really needs start date functionality. Their reasoning behind not adding it is terrible.",Neutral,3,0.61
"Team , I took subscribtion but app is not working. I try to add task but I can't see the text etc. Something is wrong.",Negative,2,0.4
not convenient for users,Negative,2,0.5
Reminder is under premium! Seriously! Must need unstall,Negative,1,0.4
"Love the idea and functionality of the app but it consistently crashes for me. Luckily it saves the last edits made, however, it is still hard to use when it crashes so often",Neutral,3,0.5
"Everything great. But you guys have made basic reminder a premium feature, very disappointed 😞",Neutral,3,0.39
"Just needed somthing to record things I have to do and to remind when I should do them, then got hit instantly with a paywall, not a cool start tho.",Negative,2,0.49
"App is not for me. I paid $4.00 for 1 month of Premium service and is still shows I am using the free app. I immediately contacted customer service (twice), and it's been more than 2 weeks into the 1 month I paid for and I still have not received a response from anyone at Todoist. I'm still trying to figure out how to customize this app to suit my needs, but since I don't have the Premium app in order to do that, I will be uninstalling this app.",Negative,1,0.58
Not helpful,Negative,2,0.51
"Overrides set task order if priority is not at the same level - your selected chronological order will be ignored without any option to disable this. If tasks are completed and restored they go to the end of the list, not the position you chose making this inappropriate for projects that are recurrent like mapping out activities of daily living. 1 star from me + an extra since order may not be important to others (eg. for shopping lists).",Negative,1,0.71
If paid account bit costly,Neutral,3,0.37
Please add start view that has many favorite projects easily accessible. Would be better if it was possible to add top of the list. It is not easy to use with one hand since everything is in the top left corner (please add material design button for favorite projects to bottom). Lists do not automatically sort and sort needs to be done again if anything is changed.,Neutral,3,0.52
No reminders in free version. And pro version is very costly. They should lower their prices according to PPP. Todo list without reminders is useless. I can use any notepad app instead of free version of todoist.,Negative,2,0.39
Everything was great until i wanted to send a push notification reminder for a task and you tried to get me to pay for it. A simple push notification and you want me to pay for it.,Positive,4,0.28
"I'm really disappointed with the Wear OS app: * The reminders doesn't works as expected: I hear the notification sound but there is no notification popup, and if I scroll down on the main screen I see ""No notifications"". How am I supposed to know what task I was reminded about? * I can't add a new task with a due date, e.g: ""test 20:10"" because as soon as I type 20 the "":"" button dissapears from the top suggested keys and is not available from the special keys / second keyboard page either (I use the default/google keyboard so that can't be the issue). * The sync is slow, after I added a new todo on the web I had to open the Wear OS app a few times so my new todo also appeared there. Could you maybe add a pull to refresh feature to manully trigger the sync?",Negative,2,0.6
"When i type some words in the task they just disappear (eg sun) Doesnt allow me to rearrange the tasks under the project, this is a basic feature.",Neutral,3,0.5
Reminder is chargeable service . No point,Negative,1,0.31
"The sound reminders are basic, should be on the free version. Price is absurd. Just gonna continue with tick tick.",Negative,2,0.46
Even after 2 years the sync is still garbage? Wow just wow...,Negative,1,0.77
"Earlier it was an excellent app without premiums on reminders and many-many other stuff, literally everything was available. But with time it got only worse, these complicated swipes, circles instead of checklists, and ""modern"" trendy design while neglecting intuituve and easy style. And now what I see, after a year? Everything got even worse. What happened with you?",Negative,2,0.5
"Updates have shifted to taking *away* features. You can no longer format text in sections and project names, as someone at Todoist decided that was ""simpler."" I'm 90% done switching to Notion and don't regret it one bit.",Negative,2,0.33
Most of it's premium.,Neutral,3,0.44
"App is good enough but drains your battery, for that reason I'm uninstalling it.",Neutral,3,0.48
Apparently syncs with Alexa but I can't get it to work. Disappointing.,Negative,2,0.58
Too complex,Negative,2,0.52
A lot of functionality but not so simple to use,Neutral,3,0.59
That app is good but I could not benifit,Neutral,3,0.51
"I downloaded this app because it's one that syncs with our smart speaker. However, I have recurring tasks, some of which are daily and that option does not work at all. It works are far as setting them up goes. Once I mark a task as done it skips the next due date. So my daily tasks are only showing up every other day. Not happy with that at all. I am in the process of finding another app ASAP!",Negative,2,0.51
"Decent app, but forced to pay for basic features. Not enough customization for tasks",Neutral,3,0.72
"I subscribed premium however always have issues with syncing with Todolist servers. So my tasks disappeared, rearranged and completely messy. I spent almost an hour every day to arrange them again but next day they gone again. Please fix this.",Negative,2,0.4
Almost no productivity without premium version.,Negative,1,0.51
Sends you really annoying emails saying you have zero things to do on your task list or an amount. Even after you uninstall the app it still sends you this unwanted junk. Have to reinstall and delete account.,Negative,1,0.95
Everything is premium,Positive,5,0.5
"- Can't have more than 150 tasks per project, even of you pay. - Can't have more than a couple a certain number of projects, even if you pay. - Sharing from chrome and hitting the ""paper airplane"" button on the keyboard instead of the app dialog freezes todoist and chome :( :( :(",Negative,1,0.63
Sort by priority is missing,Negative,1,0.33
"The widget was, finally, perfect. So of course someone had to make it less functional. Because obviously, a 3x2 widget tucked away in a corner of the home screen isn't a thing that a person should be allowed to have. No, clearly, only a widget that's required to take up MORE than half the screen will do. Is there seriously a good reason the widget can't be resized to something sensible any more? Because I can't think of one. And I am seriously frustrated.",Negative,2,0.36
"every now and then, out of blue, it stops syncing across platforms I use. last time it was buggy update, this time is sfsin no idea why.",Negative,1,0.61
I'm two years premium subscriber for the app. It seems great but the only thing makes all the benefits disappear for me: inability to see all finished tasks by label. Guys it's high time you added this to Android and Mac. Doesn't seem any difficult.,Neutral,3,0.43
"""THE VERGE"", Says this is the best to-do list app right now! WELL...I guess it is best to settle for less than best voted app. This app is missing essential bells and whistles unless upgrading to premium. One particular major example is the Archived Projects. This is a premium only feature, however as folks may miss-click and not undo, they will never see what tasks were needed to complete unless they have a great memory, but then if they had a great memory why would they need a task list....",Positive,4,0.35
Paywall heavy,Positive,5,0.29
I realy didn't like titack is better to me.,Negative,2,0.53
Disappointing...,Negative,2,0.53
"Normal app the most features on premium account like backup cloud, comment, labels and reminders too.",Positive,4,0.39
"Not for me, im trying to setup notif: take medicine at 4 am. Need to pay. Sorry, no.",Negative,1,0.65
"After using this product for a month on the computer and my phone, I have found it to be laggy and frustrating to deal with. The free option isn't as good as other options such as Microsoft To Do and the paid solution offers little more than these either.",Negative,2,0.61
"I came from Wunderlist. The most important feature of maintainung a grocery list does not work, because completed task are deleted after one day. I will look around further.",Negative,2,0.25
"After getting the premium subscription I found that, Windows 10 app doesn't have any app lock mechanism. So anyone using the machine has access to Todoist! I'd request you to fix these kind of basic things before bringing more features.",Negative,2,0.26
"Reminders are a 'premium' feature. No thanks, uninstalling.",Negative,1,0.6
"Used it for 4 years, April they updated it and it's now a productivity killing app rather than a productivity booster app. Why? If you wanna rename your todo list you should be able to just click on the todoist and rename it right? WRONG, it opens a NEW WINDOW with sub taks!! I now have to click 2 times to rename the todo bullet. 2 times instead of 1.. Productivity or stupidity? I'm changing todo apps until they poll their users and understand that this is absolutely horrible.. Bye for now!",Negative,1,0.78
"Way to easy to lose your task as they disapear when checked. Example, I got distracted for 10 seconds with my phone in my hand and ToDoIst app open and when I looked back at my phone 4 task had disappeared and I'm left trying to remember wish task it was! Really bad for an app that suppose to help you organize. I'm uninstalling because of this.",Negative,1,0.52
Cost$$$$$$,Negative,1,0.36
"Can't really do anything on the free version. No reminder, no scheduling",Negative,1,0.6
You need to pay to add reminder/alarm which should be a basic feature,Neutral,3,0.37
Did I read that right? To add reminders to my tasks will cost me £36 per year? Are you crazy?,Negative,1,0.44
Simple function like sort by name isn't working. Shame.,Negative,1,0.61
"Meh/10 Came from Wunderlist. My wife has the iPhone app, and it is a reasonably functional app. Not as full-featured, but okay. This Android app was developed by someone who who does not care about user experience. In fact, they might actively hate their users.",Neutral,3,0.55
"I'm looking for a Wunderlist replacement. This is nice has some folder features that I'm using, but paying that much for the ability to set reminders or adding notes is insane.",Neutral,3,0.41
"The new widget is terrible. Even in non-compact view, the elements are too small. And I can no longer access the main app window from the widget. This was possible earlier.",Negative,1,0.62
"I'm changing my review from 5 to 2. I'm a pro subscriber and love this app, but latest widget changes for Android are truly terrible. I can't click the todoist icon to get the app open anymore because that's gone, I can't click the reschedule shortcut button anymore because that's also gone, and I can't select multiple tasks to mark done at once via the widget anymore. But hey it's transparent now! Horrible update and I hope the team behind this update sees this review.",Negative,1,0.62
Too many bugs and shortcomings to warrant the subscription cost imo. There are some great free todo apps as well which give you additional features over todoist free version.,Negative,2,0.48
Only for singlr use.. cant assign task and sub task to others,Neutral,3,0.34
Y.,Positive,4,0.25
"Changes in app function have resulted in consistent missed tasks and ""support"" provides condescending replies regarding the issue.",Negative,1,0.35
"I am trying to find a decent replacement for Wunderlist. Todoist is merely okay. I'm vacillating between 2 and 3 stars, because the most common thing I need to do (ALWAYS add a task TO THE TOP of a list) is apparently not possible. The most frustrating thing so far is that adding a new task adds it to the BOTTOM of the list, NOT at the top. I NEVER want this behavior. Adding a task at the bottom of the list means the new thing is lost from view and I have to manually rearrange the list. On the web app, you can control where to add a new item by using Shift+A, but there is no preference to ALWAYS do this! There is also no way to do ""Shift+A"" (that I've found) on the Android app. You have to create a task, then manually move it to the top. Also, sorting by date either doesn't work, or sorts the wrong way, because the newest tasks are still at the bottom. I cannot believe that this is the default, behavior, and that it cannot be set in a USER PREFERENCE. I sooooo miss Wunderlist.",Negative,2,0.57
Not flexible enough for my needs,Negative,2,0.52
"Used to be a great app though the most recent update has made the widget unusable. Too small to see and there is no way to change the size, you also can no longer select multiple tasks, or pop out the widget to see multiple days. I requested to go back to the previous version, but didn't get much response so now I'm looking for a replacement.",Negative,2,0.53
"New update has lost the ability to click on the widget and open the list full screen. The font is smaller, and ticking off an item on the widget has became more difficult. Please fix, five stars otherwise.",Negative,1,0.42
So you tell me to pay every month for same functionality in premium? NO still doing normal in everything else,Negative,2,0.31
"It was already very irritating to see your latest added tasks being pushed at the bottom and you have to everytime open the app to rearrange. And with new update you can't even open the app from the widget, you have to create a seperate icon which is super super annoying. Probably gonna uninstall the app if this is not fixed soon.",Negative,1,0.45
Trying to set a reoccurring daily task is so convoluted that it requires reading a lengthy help article 😡😡😡? I've switched to Google Tasks which is way more intuitive.,Negative,2,0.44
The new update destroyed the widget. Terrible.,Negative,1,0.88
"--- EDIT: there is some annoying bugs when assigning a date: ""tomorrow"" is sometimes sent to next week and ""next week"" the week after. I double checked my datetime settings. --- Good tool but removing a star because of the subscription model. I would be happy to pay, but a monthly fee is difficult to justify by the extra features being offered. At least not for my usage.",Positive,4,0.47
"New update to the widget makes it so I can no longer get into the full app by tapping on the widget, I actually have to go into my list of apps or create a whole other shortcut. You tout a fully operational widget but I can't rearrange my list entries via the widget, only the full app menu (and it was already a pain to rearrange my tasks in the first place, I really really wish there was an option to add new tasks to the top of the list rather than the bottom.) I will be trying out new to-do list apps now.",Positive,4,0.35
"They fixed the crashing issue. Awesome. My impression of the app was 5 stars after that. What brings me back though is the latest GUI change to the widget. 2 stars now. They took away the ability to easily select multiple tasks. I am considering switching task managers now. I do not see a way to restore the old functionality. Also I used to be able to launch ToDoist from the widget. That button is gone now too. I am a long time user. I've reached the """"enlightened"""" rating on the app. Boo...",Negative,2,0.66
"The new widget does not allow me to open the app directly, like it could before. Updates should never remove features. Knocking my review down - rest of the app is still great.",Neutral,3,0.44
Too complex,Negative,2,0.52
Why would I pay for this app for reminders? It's just a goddamn simple feature!,Negative,1,0.43
Subscription required just to set a reminder.,Neutral,3,0.32
"While everything else about this app is good, the process of scheduling a task is frustrating. Half of the time, it fails to recognize what I'm trying to set. You should just bring back the old scheduling layout from a few years ago. That was easy.",Negative,2,0.56
"Cannot use because of the 299 entry limit. My most important list was split into 7 lists. The first list segment is full, so I cannot add a new entry to the top of it. I copied my lists from Wunderlist, and several lists got split like that. If it had copied starting at the bottom of the list so the first segment was the one not full, I might have been able to make it work.",Negative,1,0.53
"'It's free, forever' but 'reminders are a premium feature.' Hmm. I'm dyspraxic, without much money to waste, and I'm looking for a to-do list app to help with this. Without reminders, this app is functionally useless to me. Disappointed that you've opted to content-carve to this extent, and I'd argue your claim of being free is misleading. Please reconsider which features to gatekeep, because locking basic functions behind a paywall makes me *less* likely to support you financially.",Negative,1,0.51
"Can't use with VPN. I practice Information Security and prefer to use a VPN whenever I can. I use 2 Norton & NordVPN (not of course at the same time). In both usage cases, when my VPN is activated it would say there is no connection. I have even tried different servers. Is there a reason that VPNs are a problem for your service? How is your data management & security? Does your company view people's data? How do you keep others from being to steal others data, because username & passcodes...",Negative,2,0.43
Why you gotta pay for push notifications or reminders at a certain point.. You guys are just a company trying to get rich.,Negative,2,0.26
"The interface is very nice and simple, however, once I got down to using it and setting some tasks(five tasks total), about an hour later I went back to the app to make edits, but instead saw the list of tasks that I have set were deleted. If the app has an issue saving the tasks, it needs to be fixed. I will change the rating once that bug is resolved.",Neutral,3,0.41
"Reminders are kind of a core feature in a to-do list app. Why should I have to pay for it? The app is fine, but I can't use the reminders.",Neutral,3,0.56
There are better options available. I just didn't like the layout and functionality of the app. I tried it for a couple of months but now it's deleted and I am going to try another.,Negative,2,0.57
Reminder requires payment,Negative,1,0.41
"Functions fine in general, easy drag to subtasks. Can't adjust the Notifications to not go through ""Do not disturb"" mode (bad if you work off shifts), can't set timing of notifications. In a productivity app, scheduling is important. Reminders require premium, seriously? I'll just install one of the tons of free apps that include it for free rather than pay $3 month. Overall: Average functioning app that requires paid premium for some basic functions.",Neutral,3,0.66
expensive,Negative,2,0.43
I was shocked to discover that notifications is a paid feature. I uninstalled. Would have been great otherwise.,Negative,2,0.41
The main feature does not work - it doesn't remind me about todo with system notification,Negative,1,0.5
The changes made to how completed task are handled are not only bad UX but they introduced many quite critical bugs! Please fix.,Neutral,3,0.45
The widget has been broken for the last couple of weeks since an update. Please fix it.,Negative,1,0.43
"New update is incredibly finicky and makes it difficult to add existing items to projects, change dates, etc. Appending a task with #project_name no longer adds it to the project, it just takes it as a string literal.",Negative,1,0.51
